id,x,y,z,label,category
52,1.273331,-1.082388,0.882190,0,Genes
53,-1.280051,0.020664,0.532220,0,Genes
54,0.183376,-1.038933,-0.850290,0,Genes
55,-2.128019,-0.130085,-0.915286,0,Genes
56,0.725613,-0.633984,-0.835794,0,Genes
57,-2.459144,0.559542,-0.246399,0,Genes
58,1.226607,1.545542,-0.062562,0,Genes
59,0.360250,-0.417189,2.555162,0,Genes
60,1.854373,0.796820,0.661890,0,Genes
61,0.236984,0.069263,-0.570394,0,Genes
62,-1.548185,-0.772162,1.546979,0,Genes
63,1.548964,0.263215,0.479870,0,Genes
64,-0.007405,0.286146,0.425081,0,Genes
65,0.438763,0.231359,-0.796153,0,Genes
66,-0.258281,-0.741652,1.568391,0,Genes
67,-1.024028,0.403189,0.754419,0,Genes
68,0.542911,1.184057,-0.138872,0,Genes
69,1.364833,2.122541,-0.290698,0,Genes
70,0.031590,0.021874,-1.593515,0,Genes
71,-0.412468,-0.331353,1.178430,0,Genes
72,0.759660,0.367171,-0.534861,0,Genes
73,0.929980,-2.587064,0.101650,0,Genes
74,-0.646733,-1.579796,0.205652,0,Genes
75,-1.367290,0.348135,0.282256,0,Genes
76,-0.029615,-0.335382,-0.433839,0,Genes
77,0.545686,-1.514904,0.625263,0,Genes
78,0.858220,0.558115,0.171286,0,Genes
79,-2.398426,0.325883,0.329577,0,Genes
80,0.486851,1.226933,0.316644,0,Genes
81,0.082377,-1.101969,0.122863,0,Genes
82,-0.891420,-0.404349,1.496432,0,Genes
83,-0.961608,-1.561796,-1.840336,0,Genes
84,-0.795980,1.610696,-1.454105,0,Genes
85,-1.161282,-1.331388,-0.146673,0,Genes
86,-0.232660,-0.600471,-0.773127,0,Genes
87,1.296516,-0.187400,-1.397189,0,Genes
88,1.008374,0.658038,0.629206,0,Genes
89,-0.201930,1.147366,0.481935,0,Genes
90,1.711400,0.737461,0.118176,0,Genes
91,2.278402,-0.293014,0.326517,0,Genes
92,-1.035287,-0.552872,0.577741,0,Genes
93,-0.907193,0.990518,-0.159170,0,Genes
94,-0.099903,-2.313687,-2.140259,0,Genes
95,0.456974,-0.041510,1.045977,0,Genes
96,1.261396,0.227363,-2.705912,0,Genes
97,1.434311,-0.504233,1.252654,0,Genes
98,-0.058413,2.439168,0.316547,0,Genes
99,-0.402673,-0.326657,0.150087,0,Genes
100,0.040471,-0.150392,-2.073368,0,Genes
101,-2.561871,0.819241,0.938861,0,Genes
102,0.513158,-0.709517,-0.018368,0,Genes
103,2.035820,-0.655078,-0.079867,0,Genes
104,0.828231,-1.385695,0.799447,0,Genes
105,0.336027,0.038268,-0.607366,0,Genes
106,-0.832441,0.530233,1.712348,0,Genes
107,0.014359,-1.347868,-0.464608,0,Genes
108,0.346514,-0.547292,-0.402555,0,Genes
109,1.426812,0.333010,1.507965,0,Genes
110,-1.261675,-0.329665,0.580148,0,Genes
111,-1.138320,-2.737419,1.817575,0,Genes
112,-0.024342,-0.450745,0.671384,0,Genes
113,-0.768711,0.581231,0.891667,0,Genes
114,-2.133986,0.278936,-2.150586,0,Genes
115,-1.093719,1.264786,-1.566024,0,Genes
116,1.332631,-2.073935,0.199493,0,Genes
117,-0.389473,0.022057,-0.159738,0,Genes
118,1.170181,0.751108,1.907932,0,Genes
119,1.071042,-1.840963,0.195337,0,Genes
120,-1.666797,0.202438,0.798829,0,Genes
121,-1.212633,2.286868,1.416918,0,Genes
122,0.312530,-0.070271,-0.801976,0,Genes
123,-0.924382,0.016661,-0.110650,0,Genes
124,1.114381,1.228843,3.292924,0,Genes
125,1.030947,1.481854,1.331277,0,Genes
126,-1.161621,-1.125642,-0.379869,0,Genes
127,-0.754984,-0.613403,0.548183,0,Genes
128,0.367050,-0.931508,1.498844,0,Genes
129,0.230121,-1.017277,-0.665490,0,Genes
130,-0.208219,-0.036762,-2.434700,0,Genes
131,-0.261877,0.399251,-0.610096,0,Genes
132,2.587465,-0.177822,-1.201664,0,Genes
133,0.336336,0.570193,-0.701599,0,Genes
134,-0.682836,0.105354,-0.729544,0,Genes
135,-0.735417,0.801542,-0.703212,0,Genes
136,-1.546818,0.543749,0.012699,0,Genes
137,0.500852,-0.043115,1.198138,0,Genes
138,0.480542,-1.895678,-1.492991,0,Genes
139,-0.215840,0.926736,0.159509,0,Genes
140,0.404802,-2.451347,0.425344,0,Genes
141,-0.850121,-0.184134,1.824669,0,Genes
142,-0.141103,-0.573688,-0.805676,0,Genes
143,-2.071746,-0.689425,0.926066,0,Genes
144,0.309680,-0.037443,-0.309932,0,Genes
145,-1.995417,1.913147,0.152570,0,Genes
146,0.729052,-0.530978,-2.959903,0,Genes
147,0.786172,-0.538773,0.559292,0,Genes
148,-1.193323,0.696372,-1.934934,0,Genes
149,0.145923,-0.131563,0.969494,0,Genes
150,0.139833,-1.641000,-0.581243,0,Genes
151,1.531931,-0.616221,0.276142,0,Genes
152,0.717792,-0.892931,0.687475,0,Genes
153,0.289593,0.231009,-0.516642,0,Genes
154,0.484060,-1.694257,-1.309301,0,Genes
155,-0.766276,0.993501,1.167994,0,Genes
156,0.256452,-0.706365,-0.332600,0,Genes
157,0.452975,-2.198634,-0.588912,0,Genes
158,-0.407588,0.377111,0.639515,0,Genes
159,0.459026,-0.080810,0.443732,0,Genes
160,-1.212061,0.486603,-0.300820,0,Genes
161,0.200743,-0.085293,0.816456,0,Genes
162,0.725725,0.718861,0.048034,0,Genes
163,-0.563174,-0.483115,-0.398289,0,Genes
164,0.179309,1.735252,1.455064,0,Genes
165,0.729238,0.433107,0.279227,0,Genes
166,1.517227,-0.057633,-0.456249,0,Genes
167,0.390019,0.644285,0.249513,0,Genes
168,0.204117,-0.399898,0.231490,0,Genes
169,-0.089068,0.109935,-1.107735,0,Genes
170,-0.758059,-1.849409,0.177620,0,Genes
171,-1.687771,-1.247930,2.134936,0,Genes
172,-1.096749,-1.817324,0.211961,0,Genes
173,1.236257,-2.212522,-1.082029,0,Genes
174,-0.136078,1.056912,0.295259,0,Genes
175,-0.877715,1.220147,-0.903329,0,Genes
176,0.676673,-0.228781,-1.653117,0,Genes
177,-0.182236,-0.712619,-0.491285,0,Genes
178,0.392357,0.267449,-0.583499,0,Genes
179,1.664028,-0.670488,-1.607963,0,Genes
180,0.454321,0.202908,-0.454837,0,Genes
181,-0.087662,1.635554,1.367829,0,Genes
182,0.897755,-0.491357,0.910698,0,Genes
183,1.868872,-0.444348,0.566680,0,Genes
184,-0.666898,-0.794820,1.711086,0,Genes
185,1.103004,0.096550,0.539328,0,Genes
186,0.426096,2.125111,1.598589,0,Genes
187,0.335640,-1.917250,-0.745349,0,Genes
188,-0.725915,-0.798917,0.109529,0,Genes
189,1.022871,0.881931,2.186016,0,Genes
190,1.299787,0.237882,-0.922412,0,Genes
191,-0.088107,-1.168345,-0.467060,0,Genes
192,0.328639,1.657792,-0.421161,0,Genes
193,0.423382,-1.162530,-0.319234,0,Genes
194,3.001661,-1.188005,2.902933,0,Genes
195,0.156991,0.322143,0.325502,0,Genes
196,1.550365,-0.677561,0.151623,0,Genes
197,0.262958,-0.400929,0.278839,0,Genes
198,1.397087,0.998044,0.266579,0,Genes
199,1.356663,1.573993,-0.754069,0,Genes
200,-0.072497,1.012415,-1.013458,0,Genes
201,-0.711255,-0.513441,0.295193,0,Genes
202,-0.682131,1.784367,0.512597,0,Genes
203,-1.875170,0.577007,-1.982458,0,Genes
204,-1.073827,-2.408950,0.231654,0,Genes
205,-1.247039,1.550846,-1.087470,0,Genes
206,-1.135846,1.497335,2.331711,0,Genes
207,-0.172064,-2.170926,0.528363,0,Genes
208,-1.012858,0.535313,-0.474213,0,Genes
209,0.391770,-0.886274,-0.094822,0,Genes
210,2.386411,-1.068251,1.331035,0,Genes
211,-0.309072,-0.431886,-0.438956,0,Genes
212,2.838461,-0.342760,1.199999,0,Genes
213,-0.703694,-0.061355,1.089646,0,Genes
214,-1.103496,2.271515,0.264377,0,Genes
215,1.067545,0.620950,1.045140,0,Genes
216,-0.433269,-0.307260,1.028644,0,Genes
217,0.855248,-1.451053,1.823740,0,Genes
218,0.629432,0.367016,0.890334,0,Genes
219,1.766776,0.788277,-2.156649,0,Genes
220,0.382781,-1.251766,-1.785771,0,Genes
221,0.671542,1.308202,0.743452,0,Genes
222,0.418512,0.801833,1.966906,0,Genes
223,1.637050,-0.816530,-0.774912,0,Genes
224,0.133894,1.957007,-0.657721,0,Genes
225,-1.992159,0.672663,0.326632,0,Genes
226,-0.443443,2.540744,0.922527,0,Genes
227,0.175626,0.276872,0.145393,0,Genes
228,1.252499,-0.814683,-0.128375,0,Genes
229,0.567142,0.516319,-0.364872,0,Genes
230,0.294499,-0.086397,-1.691958,0,Genes
231,0.986779,-0.739818,0.802072,0,Genes
232,1.851201,-0.087864,1.029193,0,Genes
233,1.266877,-1.213194,-0.400083,0,Genes
234,-0.178975,1.398986,-0.961364,0,Genes
235,0.888524,-1.821125,-1.888537,0,Genes
236,1.617317,1.581974,-1.045023,0,Genes
237,-0.028443,0.437805,0.812879,0,Genes
238,1.000742,0.133435,0.434731,0,Genes
239,1.411081,-2.123247,0.063350,0,Genes
240,1.216322,1.145506,-0.366641,0,Genes
241,1.536541,0.515589,-0.882631,0,Genes
242,0.504051,0.475942,0.723325,0,Genes
243,-0.431634,0.711831,1.759960,0,Genes
244,0.054139,-0.069062,-1.600172,0,Genes
245,-1.402984,-1.145909,-0.187713,0,Genes
246,-0.498223,-3.542486,-1.769612,0,Genes
247,0.793138,0.364937,0.413343,0,Genes
248,-0.952981,-0.825053,-0.965824,0,Genes
249,-1.129367,0.360128,-0.183658,0,Genes
250,0.701318,-0.724432,0.650604,0,Genes
251,0.201742,0.225777,-0.259025,0,Genes
252,-0.246950,1.548120,-2.430069,0,Genes
253,-0.875855,0.053854,0.757055,0,Genes
254,-1.885090,-1.087708,2.262193,0,Genes
255,1.817314,-0.294632,1.375025,0,Genes
256,0.645445,0.519684,-0.650137,0,Genes
257,3.229417,-0.025533,-0.810083,0,Genes
258,-0.156091,-0.778678,-0.633061,0,Genes
259,-0.531531,0.023958,-0.030619,0,Genes
260,0.755048,1.166359,-1.066300,0,Genes
261,-1.991417,-0.779012,-2.236430,0,Genes
262,0.719724,1.545556,0.929341,0,Genes
263,-0.838852,-0.487003,-1.764882,0,Genes
264,-0.671316,2.568839,-0.492031,0,Genes
265,-0.974978,0.426817,-1.064426,0,Genes
266,0.261271,-0.368361,-1.192215,0,Genes
267,1.248699,0.107039,-1.488113,0,Genes
268,-0.802225,1.591186,-1.377507,0,Genes
269,0.899673,0.658319,-1.901844,0,Genes
270,-3.287357,0.582113,1.869932,0,Genes
271,-0.557018,-0.143233,0.549083,0,Genes
272,-0.659540,-2.966048,0.366733,0,Genes
273,0.019994,-1.450145,-1.776019,0,Genes
274,0.271433,1.030497,0.247895,0,Genes
275,-0.380507,-0.598333,1.654101,0,Genes
276,-1.923706,-1.896177,1.259215,0,Genes
277,0.564891,1.153529,-1.673266,0,Genes
278,-0.351313,0.963001,-1.323023,0,Genes
279,0.806491,-0.394872,1.816083,0,Genes
280,2.387458,1.132993,1.681713,0,Genes
281,-1.235576,-0.455606,-0.930572,0,Genes
282,-0.472692,-1.230861,0.344827,0,Genes
283,0.104834,0.261599,-2.274212,0,Genes
284,-0.664689,-0.032548,0.895933,0,Genes
285,0.335325,1.095173,-0.253105,0,Genes
286,1.114263,-0.387588,-1.477017,0,Genes
287,0.411575,0.732420,0.211860,0,Genes
288,0.096857,-2.238258,0.394660,0,Genes
289,-1.476843,-1.452898,2.345418,0,Genes
290,0.354581,0.467863,1.897997,0,Genes
291,-1.530898,-0.113019,0.079775,0,Genes
292,-0.032626,-0.193957,0.695379,0,Genes
293,0.193124,-0.594028,0.174201,0,Genes
294,1.895090,-0.426902,1.950279,0,Genes
295,2.264903,-0.434374,2.074833,0,Genes
296,0.187110,-0.562626,-2.323251,0,Genes
297,-2.068785,0.794518,1.848003,0,Genes
298,-0.268099,0.968447,0.293706,0,Genes
299,0.851329,0.126211,-0.210281,0,Genes
300,-0.372893,1.456485,-0.501664,0,Genes
301,-0.664354,-0.043696,0.630837,0,Genes
302,-0.506410,-0.872959,-1.453297,0,Genes
303,0.195051,-0.685306,1.510187,0,Genes
304,-0.747003,-1.076986,0.360394,0,Genes
305,-2.207000,0.855094,0.267425,0,Genes
306,0.801790,0.108510,-1.304597,0,Genes
307,-0.035738,-1.080388,1.385597,0,Genes
308,0.809344,-0.311525,-1.491972,0,Genes
309,-0.253830,-0.851101,-1.116215,0,Genes
310,0.074367,2.115645,-0.583601,0,Genes
311,-3.060923,0.669958,-0.632054,0,Genes
312,0.766434,0.280506,1.063788,0,Genes
313,1.122842,-1.089991,0.141991,0,Genes
314,0.185235,0.780394,-0.610186,0,Genes
315,1.357321,-0.677998,1.077464,0,Genes
316,1.129998,-2.314664,-1.405619,0,Genes
317,1.424357,1.252309,1.162953,0,Genes
318,-0.081242,0.569197,1.150354,0,Genes
319,-0.687621,-1.255524,-1.283669,0,Genes
320,0.656940,-0.609231,-1.377237,0,Genes
321,0.321597,-1.627958,0.638973,0,Genes
322,-1.880880,-0.921494,1.165692,0,Genes
323,-1.013613,-1.129653,0.021745,0,Genes
324,-1.535855,0.144540,1.192182,0,Genes
325,0.840336,-0.607161,-0.866802,0,Genes
326,-1.766248,-0.777337,-1.604683,0,Genes
327,0.444409,0.907357,1.575775,0,Genes
328,-0.223085,-0.959685,-1.963386,0,Genes
329,-0.502203,0.082416,-1.513758,0,Genes
330,0.534775,0.567888,-0.600031,0,Genes
331,0.895647,0.583607,-0.480854,0,Genes
332,1.389964,0.493221,-0.179931,0,Genes
333,0.409683,-1.787851,0.021711,0,Genes
334,-0.773723,-1.024428,-0.380852,0,Genes
335,-0.455711,1.555756,0.494742,0,Genes
336,-0.018970,1.658738,0.200727,0,Genes
337,-0.214825,-0.926851,0.372614,0,Genes
338,1.490030,0.431155,-0.573843,0,Genes
339,1.204210,-1.559613,-0.126207,0,Genes
340,0.305876,1.185639,1.148309,0,Genes
341,1.460319,-0.369537,-1.063519,0,Genes
342,-0.922841,-0.891994,0.880428,0,Genes
343,0.126396,2.251681,1.129319,0,Genes
344,2.372963,-0.055758,-0.453241,0,Genes
345,2.917391,-0.346261,1.704401,0,Genes
346,0.733438,-0.104287,0.410506,0,Genes
347,0.070458,-0.087806,0.071454,0,Genes
348,1.200097,0.636858,-1.080214,0,Genes
349,-1.163657,-0.989206,-0.774566,0,Genes
350,2.256146,1.064020,-0.234040,0,Genes
351,-1.885026,-1.309793,0.766099,0,Genes
352,-2.272066,-1.967164,-1.082813,0,Genes
353,-2.520281,0.226442,0.313678,0,Genes
354,0.290501,-0.233082,1.748284,0,Genes
355,0.669347,-3.651831,-0.242195,0,Genes
356,-0.425084,-2.777237,-0.383898,0,Genes
357,0.455254,-0.005552,0.096878,0,Genes
358,-1.897088,1.609926,-0.010386,0,Genes
359,-0.411740,1.366655,-0.357976,0,Genes
360,0.409064,0.462701,-1.991999,0,Genes
361,-1.163928,-0.747615,0.283378,0,Genes
362,0.841402,-0.018153,-2.517004,0,Genes
363,-0.313375,-1.747593,-0.377145,0,Genes
364,-1.472931,-0.263358,-1.115240,0,Genes
365,-0.974959,1.258568,-1.904283,0,Genes
366,-2.384257,0.622175,3.056873,0,Genes
367,0.936767,-0.291746,-1.112070,0,Genes
368,-1.266987,-0.580591,-0.524745,0,Genes
369,-1.743332,-0.357270,0.497735,0,Genes
370,1.734319,1.463056,2.393826,0,Genes
371,1.484448,0.096533,1.651467,0,Genes
372,-2.276182,2.006372,0.463711,0,Genes
373,1.460388,1.202414,-0.790568,0,Genes
374,0.394997,-0.784812,-0.150889,0,Genes
375,-1.997443,1.215335,-1.383991,0,Genes
376,-1.786157,2.532956,-1.792099,0,Genes
377,0.031230,-1.634082,0.027308,0,Genes
378,-0.572929,0.063051,-0.894780,0,Genes
379,-1.344294,-0.398664,-0.300639,0,Genes
380,1.185031,-1.495634,-1.612631,0,Genes
381,-1.174850,-1.614943,0.529828,0,Genes
382,0.040020,0.148059,-0.498284,0,Genes
383,-0.158899,1.248143,2.612397,0,Genes
384,0.620919,-0.471417,1.125717,0,Genes
385,0.953629,-1.560258,0.215792,0,Genes
386,0.494423,1.025648,0.178354,0,Genes
387,0.713162,0.531018,0.536112,0,Genes
388,-0.539893,2.385378,0.899041,0,Genes
389,0.298357,0.224346,-2.443264,0,Genes
390,-0.422682,0.816069,-0.128944,0,Genes
391,0.374344,2.789608,-0.525040,0,Genes
392,0.692239,0.129385,-1.956576,0,Genes
393,-2.149418,-0.422792,1.279458,0,Genes
394,-0.706747,-1.435686,-0.420879,0,Genes
395,0.085573,1.041942,-1.523362,0,Genes
396,1.675851,-0.628964,-0.960896,0,Genes
397,0.424913,0.311017,0.211957,0,Genes
398,-0.899606,0.717848,2.236621,0,Genes
399,-0.306630,0.981649,-0.170209,0,Genes
400,-1.283917,0.006476,-0.871267,0,Genes
401,-0.093281,0.300766,2.516745,0,Genes
402,-1.394071,-0.731216,0.772381,0,Genes
403,-0.453558,0.479201,-1.673380,0,Genes
404,-0.469921,-0.880629,1.567852,0,Genes
405,0.988944,1.063498,0.337257,0,Genes
406,-1.860645,0.135488,0.526943,0,Genes
407,-2.115979,-0.776733,-2.698755,0,Genes
408,0.441233,1.319462,-0.713360,0,Genes
409,-0.631791,0.163457,0.960708,0,Genes
410,1.349982,-0.878352,0.246400,0,Genes
411,0.275072,0.502026,1.168356,0,Genes
412,0.748737,-1.488180,-0.460336,0,Genes
413,-0.232865,-1.893891,-1.621216,0,Genes
414,0.841177,-0.854852,-0.458819,0,Genes
415,-0.591309,-0.663821,-1.158786,0,Genes
416,-0.853449,1.329946,-0.682096,0,Genes
417,0.043869,0.592204,1.123968,0,Genes
418,0.937816,-0.811428,-1.236462,0,Genes
419,-0.301913,1.905794,0.865402,0,Genes
420,0.054786,-0.894595,-0.353894,0,Genes
421,-1.847624,-0.354505,-0.636948,0,Genes
422,2.108802,0.079938,-0.854236,0,Genes
423,-0.385599,0.045105,0.301900,0,Genes
424,1.644596,-0.636574,0.148944,0,Genes
425,-1.216848,1.537033,0.610440,0,Genes
426,0.721413,-0.059595,2.651169,0,Genes
427,0.726232,-1.358427,-1.524132,0,Genes
428,0.127519,0.477445,0.585885,0,Genes
429,-2.556883,-0.044716,-0.607103,0,Genes
430,1.562344,0.338534,1.224933,0,Genes
431,-0.902346,1.697716,0.319814,0,Genes
432,-0.503506,2.150968,-2.531173,0,Genes
433,1.964006,0.874881,0.474782,0,Genes
434,0.227652,1.293229,-1.290240,0,Genes
435,0.034107,0.368690,0.532700,0,Genes
436,1.150754,0.894951,-1.928357,0,Genes
437,1.469460,-0.248594,-0.750238,0,Genes
438,0.709526,1.257806,1.068605,0,Genes
439,1.402694,-0.153743,-1.019770,0,Genes
440,1.799387,-1.674599,-1.083468,0,Genes
441,1.685925,-0.814376,0.942737,0,Genes
442,-1.740344,-1.400428,2.426146,0,Genes
443,-0.190377,-0.479222,0.650762,0,Genes
444,-0.188369,-0.761202,0.957826,0,Genes
445,1.175574,1.915956,-0.924808,0,Genes
446,1.651520,-0.368481,0.257875,0,Genes
447,-0.293698,-1.426534,0.308785,0,Genes
448,0.169453,0.247336,-1.169028,0,Genes
449,0.215421,1.341443,0.950637,0,Genes
450,0.791420,1.432664,0.475886,0,Genes
451,0.976136,-2.257469,-3.242264,0,Genes
452,0.687597,1.939043,-1.868800,0,Genes
453,-0.009611,-0.254236,-2.086321,0,Genes
454,-0.469612,-1.054411,-1.470504,0,Genes
455,-0.038117,-0.345893,0.597295,0,Genes
456,-1.181678,0.934985,-1.088584,0,Genes
457,0.029866,-2.367108,0.960163,0,Genes
458,-2.370803,-2.477547,-0.856154,0,Genes
459,-0.130220,0.786450,-0.551441,0,Genes
460,2.425622,0.329493,-1.080632,0,Genes
461,-0.063492,1.362828,-1.813769,0,Genes
462,-0.977872,-0.292406,0.521559,0,Genes
463,-0.969316,-0.175522,0.796768,0,Genes
464,-0.467921,0.447099,-0.490888,0,Genes
465,-3.002930,-0.908640,0.141546,0,Genes
466,-1.147975,-0.046106,2.498645,0,Genes
467,-0.937329,-1.164977,-0.440688,0,Genes
468,-1.226257,0.896668,-0.527231,0,Genes
469,-0.921057,-0.010323,1.633226,0,Genes
470,0.952338,0.132722,-0.516390,0,Genes
471,0.325274,-0.544035,0.989559,0,Genes
472,-0.214547,-2.567253,-0.619781,0,Genes
473,0.221400,-0.971182,0.809527,0,Genes
474,1.683948,-0.228256,0.335387,0,Genes
475,-2.057603,2.176030,-0.573330,0,Genes
476,1.574539,0.277843,-0.386614,0,Genes
477,1.180333,-0.462713,-0.480213,0,Genes
478,0.695085,1.845791,0.224495,0,Genes
479,-0.441667,-0.082084,-1.043321,0,Genes
480,0.154676,1.714872,0.407511,0,Genes
481,0.528523,-0.463960,0.731425,0,Genes
482,1.413385,0.953004,1.794349,0,Genes
483,-0.465956,1.877353,1.371257,0,Genes
484,1.435402,0.844519,-0.496242,0,Genes
485,0.984779,-0.604638,0.581703,0,Genes
486,0.359073,0.423206,1.693040,0,Genes
487,-1.943384,-2.230967,-0.395278,0,Genes
488,-0.030868,0.885635,0.993727,0,Genes
489,-0.316344,-0.365949,0.178029,0,Genes
490,-0.504031,0.433206,-1.433830,0,Genes
491,-1.103953,4.093992,-0.278312,0,Genes
492,1.465757,1.535781,-0.628810,0,Genes
493,0.505198,-0.285260,-2.346004,0,Genes
494,0.897621,-1.287222,-1.916442,0,Genes
495,2.000172,-1.042246,0.299886,0,Genes
496,-1.886816,-0.551700,0.701503,0,Genes
497,0.264280,1.028855,-1.523404,0,Genes
498,0.041719,-0.008040,1.345275,0,Genes
499,-1.541919,-2.402949,-0.091519,0,Genes
500,0.262190,-2.113431,1.333453,0,Genes
501,0.045288,-0.937251,-1.575770,0,Genes
502,0.146265,-1.605073,0.760669,0,Genes
503,0.376012,-0.703778,0.071012,0,Genes
504,-0.444671,-0.098723,1.513968,0,Genes
505,-1.460020,-1.722991,-0.884963,0,Genes
506,-1.060567,-2.430931,-0.655863,0,Genes
507,-0.390228,-0.089985,-1.747482,0,Genes
508,-0.655274,0.776932,-0.672740,0,Genes
509,0.531274,0.362767,0.435466,0,Genes
510,-2.464370,1.091681,-0.094259,0,Genes
511,0.328455,1.068918,2.833112,0,Genes
512,-1.799485,0.821337,-0.312821,0,Genes
513,1.768632,0.577628,0.885979,0,Genes
514,-0.685852,-1.865978,0.692560,0,Genes
515,0.744944,0.882311,0.163691,0,Genes
516,2.510280,-0.327610,-0.546545,0,Genes
517,0.036916,0.200492,0.519156,0,Genes
518,-0.542726,1.256100,0.823108,0,Genes
519,-2.170204,0.395256,0.937039,0,Genes
520,0.705775,1.161296,-0.334446,0,Genes
521,-1.874406,0.274005,1.202402,0,Genes
522,-0.494878,0.711848,0.118295,0,Genes
523,1.748194,1.637378,0.400199,0,Genes
524,1.124529,0.654137,1.499706,0,Genes
525,-0.494521,-1.419251,0.785025,0,Genes
526,0.948049,-0.714621,-1.970177,0,Genes
527,-0.959235,0.834452,1.993750,0,Genes
528,1.171518,-1.304296,-0.621158,0,Genes
529,0.972389,-1.104011,2.200188,0,Genes
530,0.421466,0.000792,1.910420,0,Genes
531,-0.209284,-0.259395,-0.044862,0,Genes
532,-0.720367,-1.706172,0.198753,0,Genes
533,-0.148985,0.923299,-1.355088,0,Genes
534,0.297616,0.204269,0.368482,0,Genes
535,-2.429579,0.949288,-0.179227,0,Genes
536,0.248818,-0.224373,1.494030,0,Genes
537,-0.833562,-1.112663,0.958840,0,Genes
538,0.356536,-1.812262,-0.454994,0,Genes
539,2.148776,1.052343,-0.341844,0,Genes
540,1.005081,-0.988020,1.170840,0,Genes
541,0.481753,1.262853,1.967552,0,Genes
542,0.235585,0.531521,0.906395,0,Genes
543,0.787801,0.601159,-1.399869,0,Genes
544,1.151195,-0.025358,0.949596,0,Genes
545,-0.339440,-0.009699,-1.191315,0,Genes
546,0.908911,-1.376233,-1.304720,0,Genes
547,-1.859786,0.681204,-1.345221,0,Genes
548,0.232358,0.196119,0.504902,0,Genes
549,1.187932,-1.171736,0.626821,0,Genes
550,-1.103207,-0.116751,-0.309303,0,Genes
551,2.350305,0.334002,1.038433,0,Genes
552,-0.264698,0.763618,1.061073,0,Genes
553,0.437890,-0.339826,0.458381,0,Genes
554,-0.053225,-1.286348,0.473619,0,Genes
555,0.948341,-0.777323,-0.562979,0,Genes
556,-2.314705,0.264393,0.819002,0,Genes
557,-0.527999,-0.991894,1.870173,0,Genes
558,0.964632,-0.125682,-0.217337,0,Genes
559,-0.014971,-0.756237,0.012695,0,Genes
560,-0.087475,-1.497815,1.821667,0,Genes
561,0.152179,1.050342,0.891129,0,Genes
562,0.470341,0.588814,-0.903278,0,Genes
563,-0.899429,3.566181,0.586530,0,Genes
564,1.300855,0.050831,-0.213008,0,Genes
565,-1.011501,-1.053494,-1.026338,0,Genes
566,-0.064371,-1.371207,-1.319181,0,Genes
567,-0.929050,-2.633460,0.194074,0,Genes
568,-1.377594,0.761994,-1.687166,0,Genes
569,-0.734730,-0.829654,0.710173,0,Genes
570,1.145746,0.964987,-1.022731,0,Genes
571,0.145642,0.885871,-0.828095,0,Genes
